index,area,intensity,amount,drug type,well row,well column
105,121,27.454545454545453,0.98,Wortmannin,C,3
106,182,31.71978021978022,0.98,Wortmannin,C,3
107,163,5.1656441717791415,0.98,Wortmannin,C,3
108,127,5.5984251968503935,0.98,Wortmannin,C,3
109,243,67.42386831275721,0.98,Wortmannin,C,3
110,164,40.98170731707317,0.98,Wortmannin,C,3
111,213,17.370892018779344,0.98,Wortmannin,C,3
112,221,36.09954751131222,0.98,Wortmannin,C,3
113,332,34.63855421686747,0.98,Wortmannin,C,3
114,123,43.99186991869919,0.98,Wortmannin,C,3
116,157,75.92993630573248,0.98,Wortmannin,C,3
117,144,27.791666666666668,0.98,Wortmannin,C,3
118,135,10.807407407407407,0.98,Wortmannin,C,3
119,200,10.075,0.98,Wortmannin,C,3
120,114,45.824561403508774,0.98,Wortmannin,C,3
121,126,8.523809523809524,0.98,Wortmannin,C,3
122,193,32.19170984455958,0.98,Wortmannin,C,3
123,110,10.081818181818182,0.98,Wortmannin,C,3
124,223,7.5291479820627805,0.98,Wortmannin,C,3
125,207,39.710144927536234,0.98,Wortmannin,C,3
126,143,12.937062937062937,0.98,Wortmannin,C,3
127,100,32.41,0.98,Wortmannin,C,3
128,197,6.020304568527918,0.98,Wortmannin,C,3
129,137,10.94890510948905,0.98,Wortmannin,C,3
130,221,48.1447963800905,0.98,Wortmannin,C,3
131,215,24.111627906976743,0.98,Wortmannin,C,3
132,259,3.359073359073359,0.98,Wortmannin,C,3
133,200,20.86,0.98,Wortmannin,C,3
134,127,31.401574803149607,0.98,Wortmannin,C,3
135,110,4.0636363636363635,0.98,Wortmannin,C,3
137,203,114.51231527093596,0.98,Wortmannin,C,3
138,211,53.00947867298578,0.98,Wortmannin,C,3
139,125,4.72,0.98,Wortmannin,C,3
140,175,47.28,0.98,Wortmannin,C,3
141,164,28.329268292682926,0.98,Wortmannin,C,3
142,102,21.352941176470587,0.98,Wortmannin,C,3
143,121,40.66942148760331,0.98,Wortmannin,C,3
144,170,45.34705882352941,0.98,Wortmannin,C,3
145,135,6.222222222222222,0.98,Wortmannin,C,3
146,203,22.960591133004925,0.98,Wortmannin,C,3
147,210,46.871428571428574,0.98,Wortmannin,C,3
148,177,28.0225988700565,0.98,Wortmannin,C,3
150,99,5.828282828282828,0.98,Wortmannin,C,3
151,87,23.770114942528735,0.98,Wortmannin,C,3
153,153,3.5555555555555554,0.98,Wortmannin,C,3
155,221,42.16742081447964,0.98,Wortmannin,C,3
156,181,13.03867403314917,0.98,Wortmannin,C,3
157,147,24.61904761904762,0.98,Wortmannin,C,3
158,126,4.476190476190476,0.98,Wortmannin,C,3
159,166,4.174698795180723,0.98,Wortmannin,C,3
160,165,22.733333333333334,0.98,Wortmannin,C,3
161,284,63.098591549295776,0.98,Wortmannin,C,3
162,197,62.20812182741117,0.98,Wortmannin,C,3
163,182,35.324175824175825,0.98,Wortmannin,C,3
164,245,20.771428571428572,0.98,Wortmannin,C,3
165,188,16.55851063829787,0.98,Wortmannin,C,3
166,147,96.0204081632653,0.98,Wortmannin,C,3
167,233,29.86266094420601,0.98,Wortmannin,C,3
168,107,5.177570093457944,0.98,Wortmannin,C,3
169,117,56.111111111111114,0.98,Wortmannin,C,3
170,179,65.70949720670392,0.98,Wortmannin,C,3
171,97,43.47422680412371,0.98,Wortmannin,C,3
172,203,62.88669950738916,0.98,Wortmannin,C,3
174,136,4.897058823529412,0.98,Wortmannin,C,3
175,189,15.164021164021165,0.98,Wortmannin,C,3
176,126,53.357142857142854,0.98,Wortmannin,C,3
177,137,6.299270072992701,0.98,Wortmannin,C,3
178,312,11.907051282051283,0.98,Wortmannin,C,3
180,266,26.19924812030075,0.98,Wortmannin,C,3
183,167,12.676646706586826,0.98,Wortmannin,C,3
185,140,104.56428571428572,0.98,Wortmannin,C,3
186,119,41.8235294117647,0.98,Wortmannin,C,3
188,250,30.368,0.98,Wortmannin,C,3
192,170,14.788235294117648,0.98,Wortmannin,C,3
193,172,43.45348837209303,0.98,Wortmannin,C,3
194,290,5.541379310344827,0.98,Wortmannin,C,3
198,205,40.41951219512195,0.98,Wortmannin,C,3
199,166,52.096385542168676,0.98,Wortmannin,C,3
200,116,26.00862068965517,0.98,Wortmannin,C,3
201,161,11.509316770186336,0.98,Wortmannin,C,3
202,154,67.91558441558442,0.98,Wortmannin,C,3
203,70,15.742857142857142,0.98,Wortmannin,C,3
204,192,81.91145833333333,0.98,Wortmannin,C,3
206,165,12.63030303030303,0.98,Wortmannin,C,3
207,145,4.317241379310345,0.98,Wortmannin,C,3
208,162,65.72222222222223,0.98,Wortmannin,C,3
209,207,6.4106280193236715,0.98,Wortmannin,C,3
210,179,32.64804469273743,0.98,Wortmannin,C,3
211,112,27.8125,0.98,Wortmannin,C,3
212,141,56.198581560283685,0.98,Wortmannin,C,3
213,391,18.37851662404092,0.98,Wortmannin,C,3
216,143,4.713286713286713,0.98,Wortmannin,C,3
218,178,56.41011235955056,0.98,Wortmannin,C,3
220,164,59.13414634146341,0.98,Wortmannin,C,3
221,201,9.487562189054726,0.98,Wortmannin,C,3
222,102,53.833333333333336,0.98,Wortmannin,C,3
223,196,35.76020408163265,0.98,Wortmannin,C,3
224,243,18.876543209876544,0.98,Wortmannin,C,3
225,132,91.09848484848484,0.98,Wortmannin,C,3
227,181,33.171270718232044,0.98,Wortmannin,C,3
228,142,6.422535211267606,0.98,Wortmannin,C,3
229,213,46.478873239436616,0.98,Wortmannin,C,3
230,268,85.01865671641791,0.98,Wortmannin,C,3
231,177,68.31638418079096,0.98,Wortmannin,C,3
232,218,39.62844036697248,0.98,Wortmannin,C,3
233,282,27.71985815602837,0.98,Wortmannin,C,3
234,141,61.49645390070922,0.98,Wortmannin,C,3
237,171,92.69590643274854,0.98,Wortmannin,C,3
238,127,55.94488188976378,0.98,Wortmannin,C,3
1,67,7.955223880597015,1.95,Wortmannin,C,4
2,190,11.821052631578947,1.95,Wortmannin,C,4
3,199,4.809045226130653,1.95,Wortmannin,C,4
4,229,15.02183406113537,1.95,Wortmannin,C,4
5,240,6.6875,1.95,Wortmannin,C,4
6,204,26.995098039215687,1.95,Wortmannin,C,4
7,132,9.363636363636363,1.95,Wortmannin,C,4
8,254,45.79527559055118,1.95,Wortmannin,C,4
9,237,42.527426160337555,1.95,Wortmannin,C,4
10,146,12.376712328767123,1.95,Wortmannin,C,4
11,221,4.882352941176471,1.95,Wortmannin,C,4
12,141,49.326241134751776,1.95,Wortmannin,C,4
13,233,21.957081545064376,1.95,Wortmannin,C,4
14,190,14.626315789473685,1.95,Wortmannin,C,4
15,149,29.93959731543624,1.95,Wortmannin,C,4
16,344,77.71511627906976,1.95,Wortmannin,C,4
17,208,45.98557692307692,1.95,Wortmannin,C,4
18,130,78.46923076923076,1.95,Wortmannin,C,4
20,121,86.26446280991736,1.95,Wortmannin,C,4
21,150,43.06666666666667,1.95,Wortmannin,C,4
22,228,7.083333333333333,1.95,Wortmannin,C,4
23,154,7.785714285714286,1.95,Wortmannin,C,4
24,445,35.912359550561796,1.95,Wortmannin,C,4
25,177,17.141242937853107,1.95,Wortmannin,C,4
26,202,17.400990099009903,1.95,Wortmannin,C,4
27,122,49.19672131147541,1.95,Wortmannin,C,4
28,67,31.0,1.95,Wortmannin,C,4
29,188,52.36702127659574,1.95,Wortmannin,C,4
30,161,35.962732919254655,1.95,Wortmannin,C,4
31,201,21.1592039800995,1.95,Wortmannin,C,4
32,156,6.217948717948718,1.95,Wortmannin,C,4
34,171,14.532163742690058,1.95,Wortmannin,C,4
35,169,82.40236686390533,1.95,Wortmannin,C,4
37,226,11.097345132743364,1.95,Wortmannin,C,4
38,181,9.088397790055248,1.95,Wortmannin,C,4
39,186,13.13978494623656,1.95,Wortmannin,C,4
40,172,38.366279069767444,1.95,Wortmannin,C,4
41,202,16.702970297029704,1.95,Wortmannin,C,4
42,230,22.68695652173913,1.95,Wortmannin,C,4
43,192,35.265625,1.95,Wortmannin,C,4
44,150,14.933333333333334,1.95,Wortmannin,C,4
45,225,27.41777777777778,1.95,Wortmannin,C,4
46,185,61.016216216216215,1.95,Wortmannin,C,4
47,182,32.18131868131868,1.95,Wortmannin,C,4
48,245,26.518367346938774,1.95,Wortmannin,C,4
49,194,31.572164948453608,1.95,Wortmannin,C,4
50,227,82.57709251101322,1.95,Wortmannin,C,4
51,150,30.52,1.95,Wortmannin,C,4
52,218,60.30275229357798,1.95,Wortmannin,C,4
54,213,12.892018779342724,1.95,Wortmannin,C,4
55,213,56.00469483568075,1.95,Wortmannin,C,4
56,137,24.094890510948904,1.95,Wortmannin,C,4
57,138,31.434782608695652,1.95,Wortmannin,C,4
58,286,58.63986013986014,1.95,Wortmannin,C,4
60,145,40.820689655172416,1.95,Wortmannin,C,4
61,130,16.130769230769232,1.95,Wortmannin,C,4
62,120,78.98333333333333,1.95,Wortmannin,C,4
63,134,61.47014925373134,1.95,Wortmannin,C,4
64,234,5.683760683760684,1.95,Wortmannin,C,4
65,174,8.195402298850574,1.95,Wortmannin,C,4
66,177,8.23728813559322,1.95,Wortmannin,C,4
67,166,7.656626506024097,1.95,Wortmannin,C,4
68,161,37.72049689440994,1.95,Wortmannin,C,4
69,196,3.188775510204082,1.95,Wortmannin,C,4
71,358,79.14804469273743,1.95,Wortmannin,C,4
74,160,26.9375,1.95,Wortmannin,C,4
75,299,26.51170568561873,1.95,Wortmannin,C,4
76,215,34.53023255813954,1.95,Wortmannin,C,4
77,199,44.79899497487437,1.95,Wortmannin,C,4
79,137,12.737226277372264,1.95,Wortmannin,C,4
80,174,52.05172413793103,1.95,Wortmannin,C,4
81,163,5.398773006134969,1.95,Wortmannin,C,4
82,193,36.46632124352332,1.95,Wortmannin,C,4
83,165,8.012121212121212,1.95,Wortmannin,C,4
84,71,51.929577464788736,1.95,Wortmannin,C,4
85,153,3.287581699346405,1.95,Wortmannin,C,4
86,162,24.62962962962963,1.95,Wortmannin,C,4
87,144,3.638888888888889,1.95,Wortmannin,C,4
88,172,60.76162790697674,1.95,Wortmannin,C,4
89,159,8.49056603773585,1.95,Wortmannin,C,4
90,198,52.707070707070706,1.95,Wortmannin,C,4
91,111,60.72072072072072,1.95,Wortmannin,C,4
92,192,57.739583333333336,1.95,Wortmannin,C,4
93,205,40.61951219512195,1.95,Wortmannin,C,4
94,217,47.00921658986175,1.95,Wortmannin,C,4
95,179,17.11173184357542,1.95,Wortmannin,C,4
96,86,32.51162790697674,1.95,Wortmannin,C,4
97,174,54.275862068965516,1.95,Wortmannin,C,4
98,171,13.421052631578947,1.95,Wortmannin,C,4
99,80,25.675,1.95,Wortmannin,C,4
100,104,63.75961538461539,1.95,Wortmannin,C,4
101,171,23.35672514619883,1.95,Wortmannin,C,4
102,199,37.10552763819096,1.95,Wortmannin,C,4
103,129,64.75968992248062,1.95,Wortmannin,C,4
104,190,47.37894736842105,1.95,Wortmannin,C,4
105,153,57.666666666666664,1.95,Wortmannin,C,4
106,140,56.22857142857143,1.95,Wortmannin,C,4
107,254,36.54724409448819,1.95,Wortmannin,C,4
108,192,34.96875,1.95,Wortmannin,C,4
109,239,33.25523012552301,1.95,Wortmannin,C,4
110,162,3.253086419753086,1.95,Wortmannin,C,4
111,134,47.32089552238806,1.95,Wortmannin,C,4
112,194,32.98969072164948,1.95,Wortmannin,C,4
113,175,23.94857142857143,1.95,Wortmannin,C,4
115,184,40.66304347826087,1.95,Wortmannin,C,4
116,182,13.747252747252746,1.95,Wortmannin,C,4
117,171,83.84795321637426,1.95,Wortmannin,C,4
118,146,64.36301369863014,1.95,Wortmannin,C,4
119,186,51.736559139784944,1.95,Wortmannin,C,4
120,119,3.033613445378151,1.95,Wortmannin,C,4
121,202,59.727722772277225,1.95,Wortmannin,C,4
122,190,26.094736842105263,1.95,Wortmannin,C,4
123,183,12.710382513661202,1.95,Wortmannin,C,4
124,182,27.04945054945055,1.95,Wortmannin,C,4
125,216,24.90740740740741,1.95,Wortmannin,C,4
126,205,35.360975609756096,1.95,Wortmannin,C,4
127,196,30.459183673469386,1.95,Wortmannin,C,4
128,158,2.8417721518987342,1.95,Wortmannin,C,4
129,211,24.90521327014218,1.95,Wortmannin,C,4
130,117,3.6324786324786325,1.95,Wortmannin,C,4
131,136,47.89705882352941,1.95,Wortmannin,C,4
133,165,18.393939393939394,1.95,Wortmannin,C,4
134,190,37.62105263157895,1.95,Wortmannin,C,4
135,193,30.60103626943005,1.95,Wortmannin,C,4
136,150,2.9466666666666668,1.95,Wortmannin,C,4
137,227,17.88546255506608,1.95,Wortmannin,C,4
138,217,48.05069124423963,1.95,Wortmannin,C,4
139,224,34.96875,1.95,Wortmannin,C,4
141,141,51.843971631205676,1.95,Wortmannin,C,4
142,196,43.93877551020408,1.95,Wortmannin,C,4
143,193,52.740932642487046,1.95,Wortmannin,C,4
144,244,13.37704918032787,1.95,Wortmannin,C,4
145,230,16.569565217391304,1.95,Wortmannin,C,4
146,499,35.901803607214426,1.95,Wortmannin,C,4
148,245,29.853061224489796,1.95,Wortmannin,C,4
149,196,28.846938775510203,1.95,Wortmannin,C,4
152,319,63.01880877742947,1.95,Wortmannin,C,4
153,135,38.65925925925926,1.95,Wortmannin,C,4
156,143,42.37062937062937,1.95,Wortmannin,C,4
159,142,5.830985915492958,1.95,Wortmannin,C,4
160,95,27.357894736842105,1.95,Wortmannin,C,4
161,251,37.2589641434263,1.95,Wortmannin,C,4
162,163,40.41104294478528,1.95,Wortmannin,C,4
167,129,41.74418604651163,1.95,Wortmannin,C,4
169,185,15.702702702702704,1.95,Wortmannin,C,4
170,139,5.374100719424461,1.95,Wortmannin,C,4
171,156,19.666666666666668,1.95,Wortmannin,C,4
172,180,19.455555555555556,1.95,Wortmannin,C,4
173,148,19.08783783783784,1.95,Wortmannin,C,4
174,55,26.763636363636362,1.95,Wortmannin,C,4
175,151,35.384105960264904,1.95,Wortmannin,C,4
176,170,7.08235294117647,1.95,Wortmannin,C,4
177,128,24.640625,1.95,Wortmannin,C,4
178,260,28.24230769230769,1.95,Wortmannin,C,4
179,154,24.448051948051948,1.95,Wortmannin,C,4
180,172,10.261627906976743,1.95,Wortmannin,C,4
181,192,22.869791666666668,1.95,Wortmannin,C,4
182,212,5.10377358490566,1.95,Wortmannin,C,4
183,204,15.53921568627451,1.95,Wortmannin,C,4
184,192,21.697916666666668,1.95,Wortmannin,C,4
185,151,3.3311258278145695,1.95,Wortmannin,C,4
186,212,43.54716981132076,1.95,Wortmannin,C,4
187,137,3.408759124087591,1.95,Wortmannin,C,4
188,231,11.493506493506494,1.95,Wortmannin,C,4
189,383,37.96605744125326,1.95,Wortmannin,C,4
190,188,55.06382978723404,1.95,Wortmannin,C,4
191,79,19.151898734177216,1.95,Wortmannin,C,4
192,218,15.353211009174313,1.95,Wortmannin,C,4
193,174,28.103448275862068,1.95,Wortmannin,C,4
194,191,6.219895287958115,1.95,Wortmannin,C,4
195,245,41.17551020408163,1.95,Wortmannin,C,4
196,196,28.301020408163264,1.95,Wortmannin,C,4
198,212,28.471698113207548,1.95,Wortmannin,C,4
199,208,45.36538461538461,1.95,Wortmannin,C,4
201,206,51.15533980582524,1.95,Wortmannin,C,4
202,161,38.78260869565217,1.95,Wortmannin,C,4
203,278,42.50359712230216,1.95,Wortmannin,C,4
204,325,39.62769230769231,1.95,Wortmannin,C,4
206,173,37.994219653179194,1.95,Wortmannin,C,4
207,206,79.7378640776699,1.95,Wortmannin,C,4
208,199,74.06030150753769,1.95,Wortmannin,C,4
209,134,40.91044776119403,1.95,Wortmannin,C,4
210,190,14.336842105263157,1.95,Wortmannin,C,4
211,164,19.182926829268293,1.95,Wortmannin,C,4
212,187,39.25133689839572,1.95,Wortmannin,C,4
213,146,100.97945205479452,1.95,Wortmannin,C,4
214,106,45.56603773584906,1.95,Wortmannin,C,4
215,180,22.622222222222224,1.95,Wortmannin,C,4
216,167,13.2874251497006,1.95,Wortmannin,C,4
217,253,79.83399209486166,1.95,Wortmannin,C,4
218,99,54.525252525252526,1.95,Wortmannin,C,4
219,220,41.336363636363636,1.95,Wortmannin,C,4
221,183,32.442622950819676,1.95,Wortmannin,C,4
222,147,116.24489795918367,1.95,Wortmannin,C,4
223,176,47.77840909090909,1.95,Wortmannin,C,4
224,226,14.654867256637168,1.95,Wortmannin,C,4
225,197,14.649746192893401,1.95,Wortmannin,C,4
226,208,37.07211538461539,1.95,Wortmannin,C,4
227,217,119.64516129032258,1.95,Wortmannin,C,4
228,169,23.153846153846153,1.95,Wortmannin,C,4
229,233,64.02145922746782,1.95,Wortmannin,C,4
230,178,37.39887640449438,1.95,Wortmannin,C,4
231,56,37.607142857142854,1.95,Wortmannin,C,4
0,101,33.89108910891089,3.91,Wortmannin,C,5
1,160,41.63125,3.91,Wortmannin,C,5
2,173,15.61849710982659,3.91,Wortmannin,C,5
3,57,34.824561403508774,3.91,Wortmannin,C,5
4,190,19.57894736842105,3.91,Wortmannin,C,5
5,197,27.66497461928934,3.91,Wortmannin,C,5
6,186,20.580645161290324,3.91,Wortmannin,C,5
7,227,8.396475770925111,3.91,Wortmannin,C,5
8,223,11.394618834080717,3.91,Wortmannin,C,5
9,181,32.806629834254146,3.91,Wortmannin,C,5
10,485,21.177319587628865,3.91,Wortmannin,C,5
11,134,23.03731343283582,3.91,Wortmannin,C,5
12,208,5.384615384615385,3.91,Wortmannin,C,5
14,144,27.22222222222222,3.91,Wortmannin,C,5
15,196,49.86734693877551,3.91,Wortmannin,C,5
16,191,10.198952879581151,3.91,Wortmannin,C,5
17,273,38.03663003663004,3.91,Wortmannin,C,5
18,177,22.875706214689266,3.91,Wortmannin,C,5
19,213,22.896713615023476,3.91,Wortmannin,C,5
20,164,11.079268292682928,3.91,Wortmannin,C,5
21,135,25.48148148148148,3.91,Wortmannin,C,5
22,179,14.860335195530727,3.91,Wortmannin,C,5
23,154,57.14935064935065,3.91,Wortmannin,C,5
24,174,10.24712643678161,3.91,Wortmannin,C,5
27,186,16.0752688172043,3.91,Wortmannin,C,5
29,200,18.17,3.91,Wortmannin,C,5
30,266,37.14661654135338,3.91,Wortmannin,C,5
31,213,15.981220657276996,3.91,Wortmannin,C,5
32,237,17.240506329113924,3.91,Wortmannin,C,5
33,137,71.35036496350365,3.91,Wortmannin,C,5
34,221,42.19004524886878,3.91,Wortmannin,C,5
36,139,11.784172661870503,3.91,Wortmannin,C,5
37,170,9.429411764705883,3.91,Wortmannin,C,5
38,195,8.102564102564102,3.91,Wortmannin,C,5
39,219,35.0958904109589,3.91,Wortmannin,C,5
40,323,30.70278637770898,3.91,Wortmannin,C,5
41,94,2.702127659574468,3.91,Wortmannin,C,5
43,195,22.256410256410255,3.91,Wortmannin,C,5
44,159,8.044025157232705,3.91,Wortmannin,C,5
45,169,3.1538461538461537,3.91,Wortmannin,C,5
46,242,19.289256198347108,3.91,Wortmannin,C,5
47,151,1.9735099337748345,3.91,Wortmannin,C,5
49,154,18.714285714285715,3.91,Wortmannin,C,5
50,193,5.896373056994818,3.91,Wortmannin,C,5
51,186,14.446236559139784,3.91,Wortmannin,C,5
52,182,2.7032967032967035,3.91,Wortmannin,C,5
53,198,36.85353535353536,3.91,Wortmannin,C,5
54,218,25.8302752293578,3.91,Wortmannin,C,5
55,118,38.66949152542373,3.91,Wortmannin,C,5
56,110,17.845454545454544,3.91,Wortmannin,C,5
58,145,48.12413793103448,3.91,Wortmannin,C,5
60,187,5.7967914438502675,3.91,Wortmannin,C,5
61,168,15.297619047619047,3.91,Wortmannin,C,5
63,136,9.007352941176471,3.91,Wortmannin,C,5
66,92,13.021739130434783,3.91,Wortmannin,C,5
67,172,5.232558139534884,3.91,Wortmannin,C,5
68,130,17.56923076923077,3.91,Wortmannin,C,5
69,142,1.323943661971831,3.91,Wortmannin,C,5
70,169,16.485207100591715,3.91,Wortmannin,C,5
71,62,31.548387096774192,3.91,Wortmannin,C,5
72,156,23.314102564102566,3.91,Wortmannin,C,5
73,138,8.355072463768115,3.91,Wortmannin,C,5
74,100,15.63,3.91,Wortmannin,C,5
75,163,38.93251533742331,3.91,Wortmannin,C,5
76,169,1.1242603550295858,3.91,Wortmannin,C,5
77,125,26.536,3.91,Wortmannin,C,5
78,155,11.548387096774194,3.91,Wortmannin,C,5
79,150,93.45333333333333,3.91,Wortmannin,C,5
81,142,12.28169014084507,3.91,Wortmannin,C,5
82,193,13.414507772020725,3.91,Wortmannin,C,5
83,131,10.86259541984733,3.91,Wortmannin,C,5
85,168,87.0,3.91,Wortmannin,C,5
87,135,23.57777777777778,3.91,Wortmannin,C,5
88,238,10.306722689075631,3.91,Wortmannin,C,5
89,156,22.23076923076923,3.91,Wortmannin,C,5
91,120,11.925,3.91,Wortmannin,C,5
92,142,39.49295774647887,3.91,Wortmannin,C,5
93,235,92.31063829787234,3.91,Wortmannin,C,5
94,150,2.933333333333333,3.91,Wortmannin,C,5
96,71,9.901408450704226,3.91,Wortmannin,C,5
97,178,24.421348314606742,3.91,Wortmannin,C,5
98,198,51.08585858585859,3.91,Wortmannin,C,5
99,104,27.365384615384617,3.91,Wortmannin,C,5
100,86,5.1976744186046515,3.91,Wortmannin,C,5
101,210,19.38095238095238,3.91,Wortmannin,C,5
102,199,26.829145728643216,3.91,Wortmannin,C,5
104,188,11.308510638297872,3.91,Wortmannin,C,5
105,219,24.63013698630137,3.91,Wortmannin,C,5
107,212,31.816037735849058,3.91,Wortmannin,C,5
108,179,13.743016759776536,3.91,Wortmannin,C,5
109,182,41.5989010989011,3.91,Wortmannin,C,5
111,104,11.14423076923077,3.91,Wortmannin,C,5
112,181,4.895027624309392,3.91,Wortmannin,C,5
113,146,30.45205479452055,3.91,Wortmannin,C,5
114,204,21.715686274509803,3.91,Wortmannin,C,5
115,142,30.669014084507044,3.91,Wortmannin,C,5
117,253,47.59288537549407,3.91,Wortmannin,C,5
118,119,24.983193277310924,3.91,Wortmannin,C,5
119,131,27.793893129770993,3.91,Wortmannin,C,5
120,172,8.866279069767442,3.91,Wortmannin,C,5
121,104,7.269230769230769,3.91,Wortmannin,C,5
122,124,29.056451612903224,3.91,Wortmannin,C,5
123,154,28.181818181818183,3.91,Wortmannin,C,5
124,111,19.774774774774773,3.91,Wortmannin,C,5
125,223,23.0,3.91,Wortmannin,C,5
126,165,9.496969696969696,3.91,Wortmannin,C,5
127,135,16.288888888888888,3.91,Wortmannin,C,5
128,376,10.85372340425532,3.91,Wortmannin,C,5
129,228,1.530701754385965,3.91,Wortmannin,C,5
130,86,15.779069767441861,3.91,Wortmannin,C,5
131,197,25.83756345177665,3.91,Wortmannin,C,5
133,145,2.4482758620689653,3.91,Wortmannin,C,5
135,75,80.14666666666666,3.91,Wortmannin,C,5
138,233,14.78969957081545,3.91,Wortmannin,C,5
139,112,20.535714285714285,3.91,Wortmannin,C,5
140,215,6.534883720930233,3.91,Wortmannin,C,5
142,166,115.83734939759036,3.91,Wortmannin,C,5
143,217,48.26267281105991,3.91,Wortmannin,C,5
144,92,36.130434782608695,3.91,Wortmannin,C,5
145,64,58.734375,3.91,Wortmannin,C,5
146,60,32.68333333333333,3.91,Wortmannin,C,5
147,111,20.27027027027027,3.91,Wortmannin,C,5
148,193,114.94300518134715,3.91,Wortmannin,C,5
149,142,24.070422535211268,3.91,Wortmannin,C,5
150,109,19.990825688073393,3.91,Wortmannin,C,5
151,107,49.16822429906542,3.91,Wortmannin,C,5
153,103,20.92233009708738,3.91,Wortmannin,C,5
154,71,31.87323943661972,3.91,Wortmannin,C,5
156,170,35.2,3.91,Wortmannin,C,5
157,163,19.687116564417177,3.91,Wortmannin,C,5
158,153,31.941176470588236,3.91,Wortmannin,C,5
159,114,50.0,3.91,Wortmannin,C,5
160,223,16.506726457399104,3.91,Wortmannin,C,5
162,149,20.731543624161073,3.91,Wortmannin,C,5
163,147,17.789115646258505,3.91,Wortmannin,C,5
164,218,55.1605504587156,3.91,Wortmannin,C,5
165,306,5.2026143790849675,3.91,Wortmannin,C,5
166,149,38.100671140939596,3.91,Wortmannin,C,5
167,166,50.28313253012048,3.91,Wortmannin,C,5
168,120,68.4,3.91,Wortmannin,C,5
169,201,4.432835820895522,3.91,Wortmannin,C,5
170,182,51.76373626373626,3.91,Wortmannin,C,5
171,160,8.05625,3.91,Wortmannin,C,5
172,149,11.610738255033556,3.91,Wortmannin,C,5
173,167,21.095808383233532,3.91,Wortmannin,C,5
174,214,54.6588785046729,3.91,Wortmannin,C,5
175,226,46.42920353982301,3.91,Wortmannin,C,5
176,192,19.541666666666668,3.91,Wortmannin,C,5
177,162,4.487654320987654,3.91,Wortmannin,C,5
178,284,20.901408450704224,3.91,Wortmannin,C,5
179,213,39.13145539906103,3.91,Wortmannin,C,5
180,137,34.43795620437956,3.91,Wortmannin,C,5
181,109,19.623853211009173,3.91,Wortmannin,C,5
182,121,20.545454545454547,3.91,Wortmannin,C,5
183,195,17.615384615384617,3.91,Wortmannin,C,5
184,195,17.18974358974359,3.91,Wortmannin,C,5
185,165,4.806060606060606,3.91,Wortmannin,C,5
186,178,1.6797752808988764,3.91,Wortmannin,C,5
187,163,18.791411042944784,3.91,Wortmannin,C,5
188,153,39.28104575163399,3.91,Wortmannin,C,5
189,155,28.0,3.91,Wortmannin,C,5
190,182,17.802197802197803,3.91,Wortmannin,C,5
191,201,1.5422885572139304,3.91,Wortmannin,C,5
192,248,16.330645161290324,3.91,Wortmannin,C,5
193,178,14.48876404494382,3.91,Wortmannin,C,5
194,162,6.91358024691358,3.91,Wortmannin,C,5
195,269,4.4535315985130115,3.91,Wortmannin,C,5
197,226,20.95575221238938,3.91,Wortmannin,C,5
198,214,42.53738317757009,3.91,Wortmannin,C,5
199,153,105.19607843137256,3.91,Wortmannin,C,5
200,198,7.454545454545454,3.91,Wortmannin,C,5
201,212,42.174528301886795,3.91,Wortmannin,C,5
202,133,50.02255639097744,3.91,Wortmannin,C,5
205,256,21.25390625,3.91,Wortmannin,C,5
206,214,5.313084112149533,3.91,Wortmannin,C,5
207,225,34.626666666666665,3.91,Wortmannin,C,5
210,189,2.894179894179894,3.91,Wortmannin,C,5
211,263,26.878326996197718,3.91,Wortmannin,C,5
212,149,90.75167785234899,3.91,Wortmannin,C,5
213,198,37.87373737373738,3.91,Wortmannin,C,5
214,284,4.387323943661972,3.91,Wortmannin,C,5
216,157,89.02547770700637,3.91,Wortmannin,C,5
217,216,39.879629629629626,3.91,Wortmannin,C,5
2,221,77.39366515837104,7.81,Wortmannin,C,6
3,182,48.214285714285715,7.81,Wortmannin,C,6
4,329,53.4984802431611,7.81,Wortmannin,C,6
5,143,70.91608391608392,7.81,Wortmannin,C,6
6,149,90.22147651006712,7.81,Wortmannin,C,6
7,139,5.0071942446043165,7.81,Wortmannin,C,6
8,153,104.70588235294117,7.81,Wortmannin,C,6
9,201,50.850746268656714,7.81,Wortmannin,C,6
10,163,62.36196319018405,7.81,Wortmannin,C,6
11,210,59.81428571428572,7.81,Wortmannin,C,6
12,135,181.9777777777778,7.81,Wortmannin,C,6
13,260,13.523076923076923,7.81,Wortmannin,C,6
15,216,83.79629629629629,7.81,Wortmannin,C,6
16,189,79.95238095238095,7.81,Wortmannin,C,6
17,157,12.745222929936306,7.81,Wortmannin,C,6
18,187,119.7379679144385,7.81,Wortmannin,C,6
19,189,47.13756613756614,7.81,Wortmannin,C,6
20,265,50.24528301886792,7.81,Wortmannin,C,6
21,268,78.99626865671642,7.81,Wortmannin,C,6
22,229,55.0,7.81,Wortmannin,C,6
23,132,94.65151515151516,7.81,Wortmannin,C,6
27,232,53.741379310344826,7.81,Wortmannin,C,6
28,239,57.2510460251046,7.81,Wortmannin,C,6
29,131,111.56488549618321,7.81,Wortmannin,C,6
30,202,62.87623762376238,7.81,Wortmannin,C,6
31,220,2.140909090909091,7.81,Wortmannin,C,6
